epoch,train_loss,valid_loss,accuracy,time,model
28,0.24697800000000003,0.471243,0.8563,00:10,xresnet18
29,0.233837,0.453583,0.8639,00:10,xresnet18
30,0.206447,0.45641099999999996,0.8643,00:10,xresnet18
31,0.182808,0.44811999999999996,0.8685,00:10,xresnet18
32,0.17356400000000002,0.430428,0.8726,00:10,xresnet18
33,0.167351,0.44121800000000005,0.8694,00:10,xresnet18
34,0.151793,0.44576499999999997,0.8717,00:10,xresnet18
35,0.13730599999999998,0.453545,0.8742,00:10,xresnet18
36,0.12028499999999999,0.444352,0.8745,00:10,xresnet18
37,0.11911500000000001,0.44539700000000004,0.8788,00:10,xresnet18
38,0.10013899999999999,0.45067399999999996,0.8787,00:10,xresnet18
39,0.094545,0.46403,0.8821,00:10,xresnet18
40,0.081413,0.451928,0.8837,00:10,xresnet18
41,0.079576,0.45607299999999995,0.8818,00:10,xresnet18
42,0.072271,0.467091,0.8852,00:10,xresnet18
43,0.064144,0.465168,0.8851,00:10,xresnet18
44,0.058194,0.468609,0.8861,00:10,xresnet18
45,0.058210000000000005,0.47058599999999995,0.8845,00:10,xresnet18
46,0.056437,0.46860799999999997,0.8849,00:10,xresnet18
47,0.053679,0.467895,0.8866,00:10,xresnet18
48,0.052996,0.469607,0.8857,00:10,xresnet18
49,0.050345999999999995,0.46868699999999996,0.8849,00:10,xresnet18
0,1.34641,1.257562,0.5454,00:41,wrn22
1,1.109961,1.030994,0.6255,00:42,wrn22
2,0.9470649999999999,1.048497,0.6203,00:42,wrn22
3,0.8032090000000001,0.8033779999999999,0.7163,00:42,wrn22
4,0.695911,0.904085,0.6946,00:42,wrn22
5,0.598961,0.619758,0.7905,00:42,wrn22
6,0.539775,0.663828,0.7811,00:42,wrn22
7,0.482137,0.557829,0.8192,00:42,wrn22
8,0.447483,0.563978,0.8123,00:42,wrn22
9,0.402436,0.49555,0.8391,00:42,wrn22
10,0.40089,0.607993,0.8046,00:42,wrn22
11,0.354206,0.606425,0.8035,00:42,wrn22
12,0.315637,0.430472,0.861,00:42,wrn22
13,0.287904,0.41253,0.8701,00:42,wrn22
14,0.26777,0.40031700000000003,0.8662,00:42,wrn22
15,0.240144,0.33387,0.8898,00:43,wrn22
16,0.216743,0.428939,0.8623,00:43,wrn22
17,0.204188,0.309674,0.8963,00:43,wrn22
18,0.191591,0.327579,0.8981,00:43,wrn22
19,0.15961199999999998,0.277368,0.9113,00:43,wrn22
20,0.150845,0.309661,0.9052,00:43,wrn22
21,0.136718,0.298121,0.9127,00:43,wrn22
22,0.11724200000000001,0.263085,0.9206,00:43,wrn22
23,0.103395,0.309879,0.9118,00:43,wrn22
24,0.091295,0.30749899999999997,0.915,00:42,wrn22
25,0.086721,0.29969,0.9168,00:43,wrn22
26,0.07874,0.298199,0.92,00:43,wrn22
27,0.076027,0.287486,0.9218,00:43,wrn22
28,0.056973,0.345225,0.9191,00:43,wrn22
29,0.061116,0.282877,0.9274,00:43,wrn22
30,0.041042,0.275513,0.9315,00:43,wrn22
31,0.03656,0.281854,0.9308,00:42,wrn22
32,0.042661000000000004,0.289549,0.9306,00:43,wrn22
33,0.032974,0.305249,0.9301,00:43,wrn22
34,0.029182999999999997,0.31203600000000004,0.9318,00:43,wrn22
35,0.020859,0.294937,0.9331,00:43,wrn22
36,0.01643,0.296478,0.9368,00:43,wrn22
37,0.014166999999999999,0.31773,0.9366,00:43,wrn22
38,0.010358,0.326285,0.9368,00:43,wrn22
39,0.009368000000000001,0.319797,0.9393,00:43,wrn22
40,0.007964,0.312302,0.9408,00:43,wrn22
41,0.0064849999999999994,0.31203000000000003,0.9412,00:43,wrn22
42,0.004311,0.313768,0.9414,00:43,wrn22
43,0.0034409999999999996,0.318098,0.9422,00:43,wrn22
44,0.0016699999999999998,0.312678,0.9429,00:43,wrn22
45,0.002129,0.317445,0.9427,00:43,wrn22
46,0.002421,0.315592,0.9419,00:43,wrn22
47,0.001372,0.31708000000000003,0.9423,00:43,wrn22
48,0.001962,0.317386,0.9423,00:43,wrn22
49,0.0018030000000000001,0.316752,0.9419,00:43,wrn22
