,Epoch,Time per epoch,Avg time per step,Train loss,Train accuracy,Train top-3 accuracy,Test loss,Test accuracy,Test top-3 accuracy
0,0.0,45.04206109046936,0.11519708718790118,1.459511989522773,0.4644781009620413,0.7932664641943734,1.1931337306771097,0.5777294303797469,0.8650118670886076
1,1.0,45.32520508766174,0.11592124063340599,1.0805069563333944,0.6137787724090049,0.8860533887468031,0.9103773787051817,0.6771162974683544,0.9127768987341772
2,2.0,45.45177960395813,0.11624496062393383,0.8728041964418748,0.6896938939228692,0.9197929987212277,0.7784293701377096,0.7312104430379747,0.9400712025316456
3,3.0,45.632564544677734,0.11670732620122183,0.7341654602523959,0.7405810421690002,0.9404531649616369,0.690358819463585,0.7630537974683544,0.9466969936708861
4,4.0,45.72317671775818,0.11693907088940711,0.6382256737145622,0.7771459398672099,0.9532328964194373,0.5873694714111618,0.801621835443038,0.9566851265822784
5,5.0,45.67432498931885,0.11681413040746508,0.5538900086794363,0.8065976662099209,0.9615928708439898,0.5291181621672232,0.8209058544303798,0.9664754746835443
6,6.0,45.694414377212524,0.11686550991614457,0.4941962216516285,0.827505594629156,0.9689098465473146,0.48909225079077706,0.8355419303797469,0.9722112341772152
7,7.0,45.70089817047119,0.11688209250759896,0.43847186539484106,0.8471387467725807,0.9744924872122762,0.47728458084637604,0.8396954113924051,0.9739912974683544
8,8.0,45.66402530670166,0.11678778850818838,0.398601252290294,0.8604459718365194,0.9786005434782609,0.44404674198808547,0.8511669303797469,0.9756724683544303
9,9.0,45.65316319465637,0.11676000817047666,0.3569579858456731,0.875603420655136,0.9816576086956522,0.41179096057445186,0.8662974683544303,0.9784414556962026
10,10.0,45.63409376144409,0.11671123724154499,0.32165905046264837,0.888191336256159,0.9843270460358056,0.4134303223860415,0.8674841772151899,0.9766613924050633
11,11.0,45.66479563713074,0.11678975866273845,0.28540998632493225,0.8995963874680307,0.9881673593350384,0.40446698703343353,0.8687697784810127,0.9797270569620253
12,12.0,45.72161078453064,0.11693506594509115,0.25843601957763856,0.9091152493911021,0.9895460358056266,0.39452631337733207,0.8728243670886076,0.9808148734177216
13,13.0,45.646644830703735,0.11674333716292515,0.2316743193951714,0.9186141304957592,0.9915880754475703,0.40165560984913307,0.873318829113924,0.9805181962025317
14,14.0,45.724403619766235,0.1169422087462052,0.21360065723242966,0.9251558503226551,0.9925871163682864,0.40597168818304813,0.873318829113924,0.9786392405063291
15,15.0,45.709498167037964,0.1169040873837288,0.19067952713316969,0.9341911765010765,0.9943534207161125,0.4068270833054675,0.8759889240506329,0.9821993670886076
16,16.0,45.6547064781189,0.11676395518700484,0.17736398828837574,0.9364969629765777,0.9947450447570333,0.40379883311217346,0.8769778481012658,0.9801226265822784
17,17.0,45.70606827735901,0.11689531528736319,0.1620402989713737,0.9439058503531434,0.9957320971867007,0.43445557054085066,0.876681170886076,0.9792325949367089
18,18.0,45.68967008590698,0.11685337617879024,0.1516917817427984,0.9462995524601558,0.9960837595907929,0.4045671134055415,0.8869659810126582,0.9806170886075949
19,19.0,45.66826105117798,0.11679862161426594,0.13648273481432435,0.9524576406344734,0.9967191496163683,0.432972983468937,0.8845925632911392,0.9801226265822784
20,20.0,45.69468903541565,0.11686621236679194,0.12326347173365486,0.9578444692484863,0.9971827046035806,0.4437034965693196,0.8784612341772152,0.9828916139240507
21,21.0,45.71751379966736,0.11692458772293442,0.11789436286786938,0.9591152494215904,0.9975703324808184,0.4563960449982293,0.8762856012658228,0.9811115506329114
22,22.0,45.745824337005615,0.11699699318927267,0.11145772697294459,0.9610493925526319,0.9977022058823529,0.4356236127735693,0.8836036392405063,0.9831882911392406
23,23.0,45.80461263656616,0.11714734689658865,0.10595066865424976,0.9630234974729436,0.9980618606138107,0.45600110216985773,0.8803401898734177,0.9812104430379747
24,24.0,45.81887936592102,0.11718383469545018,0.0978515934808861,0.9657848465168263,0.9983415920716112,0.4663892239332199,0.8791534810126582,0.9809137658227848
25,25.0,45.821544885635376,0.1171906518814204,0.09123247055827505,0.9688059463525367,0.9987212276214834,0.4711648746381832,0.8840981012658228,0.9821004746835443
26,26.0,45.83935523033142,0.11723620263511872,0.08836030456549523,0.9686421035500743,0.998289641943734,0.4577582299332075,0.8818235759493671,0.9824960443037974
27,27.0,45.826417207717896,0.11720311306321712,0.08344515293950924,0.9705163043783144,0.9987212276214834,0.4675758977102328,0.8880537974683544,0.9830893987341772
28,28.0,45.828556299209595,0.11720858388544654,0.07910952278558174,0.972474424582918,0.9988810741687979,0.45838571198378936,0.8829113924050633,0.982693829113924
29,29.0,45.824453353881836,0.11719809041913513,0.07146295566168968,0.975331681616166,0.9988411125319693,0.48324637869490855,0.8843947784810127,0.9817049050632911
30,30.0,45.82754421234131,0.11720599542798289,0.07470144055393117,0.9737012468640457,0.9989609974424553,0.46803399241423305,0.8896360759493671,0.9829905063291139
31,31.0,45.825560092926025,0.117200920953775,0.0717071875682115,0.9751598466082912,0.9991208439897699,0.5090741899949086,0.8824169303797469,0.9814082278481012
32,32.0,45.81354570388794,0.11717019361608169,0.0680805803193232,0.9761668797344198,0.9990209398976982,0.48790186794498297,0.8864715189873418,0.9824960443037974
33,33.0,45.823848247528076,0.11719654283255262,0.06309140645577323,0.9778572570942247,0.9993206521739131,0.4898414170440239,0.8855814873417721,0.9832871835443038
34,34.0,45.828433990478516,0.11720827107539263,0.06531297366189606,0.977257832541795,0.9991408248081841,0.49777303975594195,0.8843947784810127,0.9819026898734177
35,35.0,45.80235695838928,0.11714157789869381,0.056242643960315704,0.9808184143222506,0.9992806905370843,0.4921136577672596,0.8828125,0.985067246835443
36,36.0,45.77011585235596,0.11705911982699733,0.061290147582121444,0.978844309401939,0.9993006713554987,0.48991095585913597,0.8870648734177216,0.983682753164557
37,37.0,45.77518582344055,0.11707208650496305,0.0565504301029741,0.9806106137802534,0.9995404411764706,0.5010004060555108,0.887559335443038,0.981309335443038
38,38.0,45.751465797424316,0.11701142147678853,0.05511539080239775,0.9804547634880866,0.9996403452685422,0.5143820296359968,0.8819224683544303,0.984375
39,39.0,45.700857162475586,0.11688198762781479,0.05034605647101427,0.9825727302400048,0.9996203644501279,0.49247658573373965,0.8886471518987342,0.9834849683544303
40,40.0,45.74126863479614,0.11698534177697223,0.05398077422233723,0.9817135550481889,0.9995004795396419,0.49810791411731814,0.8871637658227848,0.982001582278481
41,41.0,45.70757269859314,0.11689916291200292,0.04922148370710404,0.9837356138107417,0.9992806905370843,0.494275917169414,0.885878164556962,0.983682753164557
42,42.0,45.70157074928284,0.11688381265801237,0.047823377041732104,0.9825647378821507,0.9995404411764706,0.5021584863904156,0.8931962025316456,0.9811115506329114
