,Epoch,Time per epoch,Avg time per step,Train loss,Train accuracy,Train top-3 accuracy,Test loss,Test accuracy,Test top-3 accuracy
0,0.0,89.93474125862122,0.23001212598112844,1.51197735183989,0.45254555626598464,0.785553868286445,1.2630166630201702,0.5410403481012658,0.8547270569620253
1,1.0,90.70633959770203,0.23198552326778013,1.1102258835912056,0.5987092390694582,0.8804068094629156,0.9811613755890086,0.6469541139240507,0.9042721518987342
2,2.0,90.79932737350464,0.23222334366625227,0.937024097765803,0.6658208120204604,0.9090712915601022,0.8570251080054271,0.7003560126582279,0.9189082278481012
3,3.0,90.90376257896423,0.23249044137842514,0.814952368016743,0.711988491018105,0.9282328964194373,0.7444516201562519,0.7392207278481012,0.9408623417721519
4,4.0,90.88849139213562,0.23245138463461795,0.7146973653370158,0.7489170397029203,0.9412523976982098,0.6575650908524477,0.7702729430379747,0.9530261075949367
5,5.0,91.1032133102417,0.23300054555049027,0.6383801928109221,0.7754595587625528,0.9532009271099745,0.5886928876744041,0.791435917721519,0.9598496835443038
6,6.0,91.19944167137146,0.2332466538909756,0.5809646168023425,0.7955322890635341,0.9593710038363171,0.5636189183856868,0.8029074367088608,0.9615308544303798
7,7.0,91.23559784889221,0.23333912493322817,0.5237199024623617,0.8176870204298697,0.9659047314578005,0.5212991973267326,0.8240704113924051,0.9666732594936709
8,8.0,91.12553215026855,0.23305762698278404,0.48800777283775837,0.828684462915601,0.9696571291560102,0.531206964691983,0.8211036392405063,0.9645965189873418
9,9.0,91.12446165084839,0.23305488913260458,0.45229785369180353,0.8398097826696723,0.9728420716112532,0.4413555343694325,0.84375,0.975870253164557
10,10.0,91.11548519134521,0.2330319314356655,0.4201815414916524,0.8537484015650152,0.9756993286445014,0.4871358969543554,0.833564082278481,0.9730023734177216
11,11.0,91.19758486747742,0.23324190503191156,0.38823937287415994,0.8651894181585678,0.9782888427109975,0.41894366507288777,0.8583860759493671,0.9773536392405063
12,12.0,91.15373420715332,0.2331297550055072,0.3650854167044925,0.8722186701377029,0.9813818734015345,0.37691521738903433,0.8704509493670886,0.9812104430379747
13,13.0,91.14631676673889,0.2331107845696647,0.34012585844072846,0.8798873081536549,0.9834838554987213,0.41130350416974176,0.8555181962025317,0.9803204113924051
14,14.0,91.21197462081909,0.23327870747012555,0.3213035560324979,0.8857656650226134,0.9848345588235294,0.37256017930899993,0.8717365506329114,0.9794303797468354
15,15.0,91.15332436561584,0.23312870681743184,0.2958443301641728,0.8948529411459822,0.9874800191815857,0.3810376291033588,0.8737143987341772,0.9822982594936709
16,16.0,91.12111902236938,0.2330463402106634,0.28150103814766536,0.9008272058518646,0.9877477621483377,0.36605282410790646,0.8799446202531646,0.9818037974683544
17,17.0,91.26260471343994,0.2334081961980561,0.2620492971423642,0.9072650256364242,0.9893781969309463,0.34564759082432034,0.885878164556962,0.9834849683544303
18,18.0,91.19650793075562,0.23323915071804505,0.24868183440107214,0.9125399616978053,0.9903972186700768,0.38476604393011404,0.8764833860759493,0.9822982594936709
19,19.0,91.2439558506012,0.23336050089667826,0.23639562459248106,0.9154731457495628,0.9912643861892584,0.34640702680696417,0.8897349683544303,0.9851661392405063
20,20.0,91.24726223945618,0.23336895713415903,0.21899478642455758,0.9229339833759591,0.9919956841432226,0.3295543124970001,0.8921083860759493,0.9861550632911392
21,21.0,91.28789901733398,0.23347288751236314,0.204686048752664,0.9271539321640874,0.9932664641943734,0.34990312328821493,0.8895371835443038,0.9832871835443038
22,22.0,91.2550687789917,0.23338892270841866,0.19702292620525946,0.9292439258921786,0.9935661764705882,0.379618058476267,0.8816257911392406,0.9847705696202531
23,23.0,91.29723024368286,0.23349675254138838,0.18414090194589341,0.9334998402144293,0.9950127877237852,0.3396229146024849,0.8951740506329114,0.9862539556962026
24,24.0,91.31865811347961,0.23355155527744148,0.16965401765254454,0.9383631712945221,0.9956242007672634,0.35842891923988923,0.8910205696202531,0.986748417721519
25,25.0,91.21368932723999,0.23328309290854218,0.16331625657389537,0.9424952046035806,0.9960837595907929,0.3601620506636704,0.8940862341772152,0.9854628164556962
26,26.0,91.18940997123718,0.23322099736889304,0.15666702673639482,0.9436740728900256,0.9963395140664962,0.3583589143390897,0.892306170886076,0.9856606012658228
27,27.0,91.17556262016296,0.23318558214875437,0.14347223137193324,0.9484814577700232,0.9965632992327366,0.3674214484193657,0.8917128164556962,0.9859572784810127
28,28.0,91.21913814544678,0.23329702850497896,0.14079163614136483,0.9504555626903348,0.9972226662404092,0.3550260641340968,0.8928995253164557,0.9851661392405063
29,29.0,91.22489714622498,0.233311757407225,0.1296609811761114,0.9553868285835246,0.9974624360613811,0.36372440129141265,0.8968552215189873,0.986748417721519
30,30.0,91.21006393432617,0.23327382080390324,0.12857169601732812,0.9541120524601558,0.9975023976982097,0.3653253995919529,0.8978441455696202,0.985067246835443
31,31.0,91.2362790107727,0.2333408670352243,0.12097809950599585,0.956789482127675,0.9977821291560103,0.39044667082496837,0.8961629746835443,0.9866495253164557
32,32.0,91.22909569740295,0.23332249538977737,0.11466909599159379,0.9570652173303277,0.9979819373401535,0.4019571257920205,0.8938884493670886,0.986056170886076
33,33.0,91.25009036064148,0.23337619018066874,0.1115130868923786,0.9597226661794326,0.9981817455242967,0.39545955914485303,0.8963607594936709,0.9859572784810127
34,34.0,91.2384741306305,0.23334648115250767,0.10739973667637466,0.9623481457495628,0.9983615728900256,0.3753275454421587,0.9022943037974683,0.9865506329113924
35,35.0,91.28260684013367,0.23345935253231118,0.09578049188608403,0.9662883632323321,0.9984215153452686,0.4127083352849453,0.896756329113924,0.9845727848101266
36,36.0,91.28833293914795,0.2334739972868234,0.09929015013910926,0.9648737212276215,0.9982816496163683,0.4047441802258733,0.896064082278481,0.9853639240506329
37,37.0,91.31141400337219,0.23353302814161686,0.09233190961506056,0.9666200447875215,0.9985214194373402,0.4088032643629026,0.8964596518987342,0.985067246835443
38,38.0,91.26596331596375,0.23341678597433183,0.08828604110823873,0.9680666560712068,0.9990209398976982,0.39013923987557614,0.9013053797468354,0.986748417721519
39,39.0,91.33182263374329,0.2335852241272207,0.08535293536379819,0.9696091751918159,0.9986892583120205,0.3870582888020745,0.8972507911392406,0.9869462025316456
40,40.0,91.28828406333923,0.23347387228475508,0.0820710972913772,0.9714314257702255,0.998761189258312,0.4085438833395137,0.8974485759493671,0.9864517405063291
41,41.0,91.31275081634521,0.23353644710062715,0.07928013273269471,0.9725783247776958,0.9987811700767263,0.38498836076712306,0.9043710443037974,0.9871439873417721
42,42.0,91.30462336540222,0.23351566078107985,0.07660769167668222,0.97298193740113,0.9991807864450127,0.42939616834061056,0.891317246835443,0.985067246835443
43,43.0,91.27898955345154,0.23345010115972262,0.07418640327099187,0.9741408248691608,0.9989609974424553,0.3950461596250534,0.9012064873417721,0.9866495253164557
44,44.0,91.29117560386658,0.23348126752907053,0.07045639374429155,0.9752397698819485,0.9988810741687979,0.395037315880196,0.9068433544303798,0.9854628164556962
45,45.0,91.27930188179016,0.23345089995342752,0.07040050384752891,0.9749360613505859,0.9991887787723785,0.40500537164603606,0.8985363924050633,0.9871439873417721
46,46.0,91.27249526977539,0.233433491738556,0.06558046429453755,0.9774056904761078,0.9992007672634271,0.4116008857005759,0.9049643987341772,0.9876384493670886
47,47.0,91.34776973724365,0.2336260095581679,0.0658467655615581,0.9771099744550408,0.9991008631713555,0.4067988725779932,0.9026898734177216,0.9875395569620253
48,48.0,91.3376533985138,0.23360013656908898,0.06759543100948376,0.976630434813097,0.999380594629156,0.39877084161661847,0.9005142405063291,0.9870450949367089
49,49.0,91.48886609077454,0.23398686979737732,0.05937793276384663,0.9793797953964194,0.9992007672634271,0.4269481137206283,0.9013053797468354,0.9856606012658228
50,50.0,91.31708788871765,0.23354753935733413,0.05681188250213023,0.9798273657593886,0.9994205562659847,0.3988393519686747,0.9061511075949367,0.9861550632911392
51,51.0,91.21800684928894,0.23329413516442185,0.05577704391401747,0.9799872123067032,0.9993406329923273,0.3979179249911369,0.9056566455696202,0.9878362341772152
52,52.0,91.21543550491333,0.23328755883609548,0.061827883710298695,0.9787883632018438,0.9993206521739131,0.4270930937196635,0.8994264240506329,0.9855617088607594
53,53.0,91.2524676322937,0.23338227015931892,0.05525871444865108,0.9805426789671564,0.999440537084399,0.43796236360374885,0.9025909810126582,0.9855617088607594
54,54.0,91.24741005897522,0.23336933518919495,0.05485718286670078,0.9805866368591328,0.9993006713554987,0.43615590620644484,0.8999208860759493,0.9863528481012658
55,55.0,91.265212059021,0.23341486460107672,0.05415412805059834,0.9813938619535597,0.9994005754475703,0.4176473301611369,0.9023931962025317,0.9870450949367089
56,56.0,91.15614175796509,0.23313591242446313,0.053625147703968354,0.9809462915905907,0.9994804987212276,0.4330098570524892,0.9024920886075949,0.9852650316455697
57,57.0,91.27037358283997,0.23342806542925823,0.050685164106585794,0.9821811060771308,0.9997002877237852,0.45786699879018566,0.8997231012658228,0.9877373417721519
58,58.0,91.29907202720642,0.23350146298518265,0.05023629516077316,0.9824928069663474,0.9995804028132992,0.4236229180912428,0.905557753164557,0.9858583860759493
59,59.0,91.2947564125061,0.2334904256074325,0.046028304926079254,0.9838435102606673,0.9996403452685422,0.4688345629580413,0.8969541139240507,0.9842761075949367
60,60.0,91.28549861907959,0.2334667483863928,0.04788756104724486,0.9826126918768334,0.9996603260869565,0.432327402543418,0.9004153481012658,0.9870450949367089
61,61.0,91.27454018592834,0.23343872170314153,0.042618385823372074,0.9850343670076727,0.9997202685421995,0.4783579535499404,0.9025909810126582,0.9840783227848101
62,62.0,91.27178025245667,0.2334316630497613,0.05462030058874346,0.9802549553039434,0.9995204603580563,0.45246406918085075,0.9022943037974683,0.986748417721519
63,63.0,91.29550981521606,0.2334923524685833,0.04423043904040019,0.9845748081841432,0.9997202685421995,0.41996315197099615,0.9112935126582279,0.9871439873417721
64,64.0,91.28295755386353,0.23346024949837219,0.03827255554116138,0.9867007672939154,0.9997002877237852,0.45632946661001517,0.903184335443038,0.9851661392405063
65,65.0,91.30553221702576,0.23351798520978453,0.04107901104785445,0.9852901215443526,0.9997802109974424,0.4637034912652607,0.9021954113924051,0.9853639240506329
66,66.0,91.16408681869507,0.2331562322728774,0.04225116662795434,0.9851502558154523,0.9996003836317136,0.44491236704059794,0.9057555379746836,0.9848694620253164
67,67.0,91.20116090774536,0.23325105091494977,0.04145722057851379,0.9857976342101231,0.9997002877237852,0.4412799797291997,0.9080300632911392,0.9859572784810127
68,68.0,91.21652030944824,0.23329033327224613,0.038553803389811,0.9867127557544757,0.9996203644501279,0.44885474726369107,0.9076344936708861,0.9870450949367089
69,69.0,91.16475629806519,0.2331579444963304,0.04074759602003619,0.9859015345573425,0.9996203644501279,0.4745749097458924,0.9004153481012658,0.9855617088607594
70,70.0,91.15731906890869,0.23313892344989434,0.04283765209195635,0.9854659526549336,0.9996603260869565,0.4390789389233046,0.9068433544303798,0.9880340189873418
